,Sr_1_A=2.13,Sr_2_A=10.96,Sr_3_A=21.03,Sr_4_A=30.56,Sr_5_A=49.57,K_1_A=14.6,K_2_A=7.4,K_3_A=10.3,K_4_A=12
0.02,322.53521126760563,68.79562043795617,85.4493580599144,148.6910994764398,62.396610853338714,78.08219178082194,318.91891891891885,35.92233009708738,4.1666666666666705
0.05,115.96244131455401,24.087591240875913,22.68188302425106,43.97905759162305,77.12326003631225,26.027397260273982,110.81081081081079,-20.388349514563114,16.66666666666664
0.1,45.53990610328639,44.160583941605836,17.45126010461246,41.034031413612546,34.7589267702239,4.109589041095894,31.081081081081056,-1.9417475728155356,22.49999999999998
0.15,69.01408450704228,24.087591240875906,37.89824060865429,79.9738219895288,34.8934167171004,13.242009132420094,2.702702702702685,-9.38511326860843,-7.222222222222217
0.2,33.80281690140844,19.069343065693413,24.108416547788856,48.887434554973815,33.951987088965076,-10.616438356164386,4.054054054054042,-18.44660194174758,-16.25000000000002
0.25,20.187793427230055,26.27737226277371,11.079410366143597,38.219895287958124,23.945935041355654,-4.931506849315061,-1.081081081081082,-16.893203883495147,-16.666666666666668
